0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.918
2.1932,0.85167,1.2188,0.80042,0.76181,0.29834,0.12993,0.23873,0.22756,0.4787,1.472,4.9297,4.1431,2.6509,1.2601,10.45,13.213,6.3891
0,0,0,0,0,0,0,0,1.4608,21.997,1.3644,0,0,3.5268,1.0565,18.259,31.563,0
6.9158,11.298,4.2037,29.386,65.041,77.93,43.01,21.953,477.91,77.427,5.7603,0,0,9.5781,6.2984,102.59,312.74,64.942
0,0,3.654,5.1289,104.05,55.59,22.163,18.904,69.857,2.1712,1.1288,0,0,19.373,0,17.857,72.381,24.101
0.71784,0,0,0,542.99,169.15,25.969,3.7456,0,0.25317,5.1518,0,1.583,0,0.76758,0,0,53.263
0.82305,0,0,210.65,157.84,32.233,4.9396,0,0,0,0,0,0,0,0,1.5184,1.9915,26.479
10.737,6.5197,5.8316,176.42,176.44,47.949,0.13388,0.26615,2.4183,9.1916,2.1492,0.89647,1.4428,0,0,0.6487,9.3288,33.583
7.8098,39.678,33.189,93.651,84.026,0,0.29299,0.29036,0.20354,0.24222,0,0.30722,0.66666,4.7007,3.139,1.3014,1.5049,2.5062
22.408,20.811,58.151,19.884,1.8775,0,0.073443,0,0,0,0,0,0,0,1.2793,3.9588,16.883,73.934
134.4,100.06,4.5289,1.5282,2.2925,2.7847,0.8715,0.37141,0.037944,0.34053,1.3022,3.2241,0.44768,0.047895,0,0.23994,1.9872,20.321
2.8098,1.204,0.23582,0,0.081719,0,0,2.6105,7.0007,7.1818,6.5144,1.266,4.4807,0,0.28749,0.15812,0.21457,1.9448
0,0,0,0,0,0,0,0,0,0.47258,0.73382,0.14422,0,2.8432,0,0,0,0
1.2144,0.52495,0.42614,0.82912,4.273,0,0,0,0,0,0,0,0,0,0,0,0,0.69695
0.12942,0,0,0,0,0,0,0,0.8831,9.4099,6.425,0.88061,2.3998,1.1599,0,0,0,0
0,0,0,0,32.354,0,0,0,0,0,0,0,0,1.1328,0,0,0,0
16.211,2.0353,0.26738,0.39294,0.68312,0.81801,0,0.26754,39.368,48.105,1.7164,0.092085,0,0,0.09898,0.092071,0.64988,6.3106
0,0,0,0.47938,4.8646,0,0,0,0,0,0,0,0,8.6551,0,0,0,0
30.194,8.7059,1.1263,0.65894,1.1571,0.32888,0.47453,1.4006,2.8435,1.0376,1.1178,3.4403,2.0306,0.88311,4.2076,22.184,7.9102,3.6926
